שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
גליוני השס על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על קידושין.txt,Dicta,577
גליוני השס על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על כתובות.txt,Dicta,646
גליוני השס על נזיר.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על נזיר.txt,Dicta,126
גליוני השס על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על יבמות.txt,Dicta,796
גליוני השס על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על גיטין.txt,Dicta,506
גליוני השס על נדרים.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על נדרים.txt,Dicta,296
גליוני השס על סוטה.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נשים/גליוני השס על סוטה.txt,Dicta,199
ראש יוסף על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/ראש יוסף/ראש יוסף על פסחים.txt,Dicta,865
ראש יוסף על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/ראש יוסף/ראש יוסף על ביצה.txt,Dicta,865
ראש יוסף על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/ראש יוסף/ראש יוסף על ברכות.txt,Dicta,926
ראש יוסף על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/ראש יוסף/ראש יוסף על חולין.txt,Dicta,2372
נחלת דוד על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/נחלת דוד/נחלת דוד על בבא בתרא.txt,Dicta,89
נחלת דוד על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/נחלת דוד/נחלת דוד על בבא מציעא.txt,Dicta,325
נחלת דוד על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/נחלת דוד/נחלת דוד על בבא קמא.txt,Dicta,272
ליקוטי מהריל על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/ליקוטי מהריל/סדר נשים/ליקוטי מהריל על קידושין.txt,Dicta,17
ליקוטי מהריל על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/ליקוטי מהריל/סדר נשים/ליקוטי מהריל על כתובות.txt,Dicta,57
לבוש מרדכי בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר נזיקין/לבוש מרדכי בבא מציעא.txt,Dicta,1583
לבוש מרדכי על מעילה.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר קדשים/לבוש מרדכי על מעילה.txt,Dicta,58
לבוש מרדכי על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר קדשים/לבוש מרדכי על זבחים.txt,Dicta,443
לבוש מרדכי על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר קדשים/לבוש מרדכי על מנחות.txt,Dicta,107
לבוש מרדכי על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר נשים/לבוש מרדכי על גיטין.txt,Dicta,290
לבוש מרדכי על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/לבוש מרדכי/סדר נשים/לבוש מרדכי על יבמות.txt,Dicta,755
תקנת עזרא (מעילה תנינא).txt,אוצריא/תלמוד בבלי/אחרונים/תקנת עזרא/תקנת עזרא (מעילה תנינא).txt,Dicta,387
תקנת עזרא (מעילה תיקון חשוב).txt,אוצריא/תלמוד בבלי/אחרונים/תקנת עזרא/תקנת עזרא (מעילה תיקון חשוב).txt,Dicta,533
תקנת עזרא (מעילה).txt,אוצריא/תלמוד בבלי/אחרונים/תקנת עזרא/תקנת עזרא (מעילה).txt,Dicta,664
לפלגות ראובן חלק א.txt,אוצריא/תלמוד בבלי/אחרונים/לפלגות ראובן/לפלגות ראובן חלק א.txt,Dicta,1128
לפלגות ראובן חלק ב.txt,אוצריא/תלמוד בבלי/אחרונים/לפלגות ראובן/לפלגות ראובן חלק ב.txt,Dicta,648
לפלגות ראובן חלק ג.txt,אוצריא/תלמוד בבלי/אחרונים/לפלגות ראובן/לפלגות ראובן חלק ג.txt,Dicta,1077
שפת אמת על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת על השס/סדר קדשים/שפת אמת על זבחים.txt,Dicta,932
שפת אמת על תמורה.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת על השס/סדר קדשים/שפת אמת על תמורה.txt,Dicta,244
שפת אמת על בכורות.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת על השס/סדר קדשים/שפת אמת על בכורות.txt,Dicta,177
שפת אמת על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת על השס/סדר קדשים/שפת אמת על מנחות.txt,Dicta,1013
שפת אמת על ערכין.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת על השס/סדר קדשים/שפת אמת על ערכין.txt,Dicta,194
שפת אמת על כריתות.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת על השס/סדר קדשים/שפת אמת על כריתות.txt,Dicta,190
שפת אמת על מעילה.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת על השס/סדר קדשים/שפת אמת על מעילה.txt,Dicta,110
שפת אמת על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת על השס/סדר מועד/שפת אמת על פסחים.txt,Dicta,917
שפת אמת על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת על השס/סדר מועד/שפת אמת על עירובין.txt,Dicta,566
שפת אמת על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת על השס/סדר מועד/שפת אמת על שבת.txt,Dicta,1848
שפת אמת על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/שפת אמת על השס/סדר זרעים/שפת אמת על ברכות.txt,Dicta,52
קרן אורה על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נזיקין/קרן אורה על סנהדרין.txt,Dicta,76
קרן אורה על הוריות.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נזיקין/קרן אורה על הוריות.txt,Dicta,186
קרן אורה על מעילה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר קדשים/קרן אורה על מעילה.txt,Dicta,348
קרן אורה על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר קדשים/קרן אורה על מנחות.txt,Dicta,836
קרן אורה דיני טריפות על מסכת חולין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר קדשים/קרן אורה דיני טריפות על מסכת חולין.txt,Dicta,49
קרן אורה על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר קדשים/קרן אורה על זבחים.txt,Dicta,1264
קרן אורה על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר מועד/קרן אורה על עירובין.txt,Dicta,618
קרן אורה על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר מועד/קרן אורה על תענית.txt,Dicta,231
קרן אורה על מועד קטן.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר מועד/קרן אורה על מועד קטן.txt,Dicta,319
קרן אורה על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר מועד/קרן אורה על שבת.txt,Dicta,176
קרן אורה על סוטה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נשים/קרן אורה על סוטה.txt,Dicta,550
קרן אורה על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נשים/קרן אורה על יבמות.txt,Dicta,1444
קרן אורה על נזיר.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נשים/קרן אורה על נזיר.txt,Dicta,1398
קרן אורה על נדרים.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר נשים/קרן אורה על נדרים.txt,Dicta,1172
קרן אורה על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/קרן אורה/סדר זרעים/קרן אורה על ברכות.txt,Dicta,141
תורת חיים על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על חולין.txt,Dicta,664
תורת חיים על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על בבא בתרא.txt,Dicta,780
תורת חיים על שבועות.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על שבועות.txt,Dicta,248
תורת חיים על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על בבא מציעא.txt,Dicta,704
תורת חיים על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על עירובין.txt,Dicta,387
תורת חיים על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על בבא קמא.txt,Dicta,701
תורת חיים על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על פסחים.txt,Dicta,50
תורת חיים על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על עבודה זרה.txt,Dicta,359
תורת חיים על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/תורת חיים/תורת חיים על סנהדרין.txt,Dicta,687
חמדת שלמה על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על גיטין.txt,Dicta,369
חמדת שלמה על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על שבת.txt,Dicta,24
חמדת שלמה על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על פסחים.txt,Dicta,123
חמדת שלמה על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על קידושין.txt,Dicta,423
חמדת שלמה על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על יבמות.txt,Dicta,374
חמדת שלמה על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על כתובות.txt,Dicta,782
חמדת שלמה על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על ראש השנה.txt,Dicta,10
חמדת שלמה על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על בבא מציעא.txt,Dicta,417
חמדת שלמה על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על ביצה.txt,Dicta,42
חמדת שלמה העתק מדרשה לשבת שובה.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה העתק מדרשה לשבת שובה.txt,Dicta,45
חמדת שלמה על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על זבחים.txt,Dicta,6
חמדת שלמה על יומא.txt,אוצריא/תלמוד בבלי/אחרונים/חמדת שלמה/חמדת שלמה על יומא.txt,Dicta,42
אור הישר על מסכת דרך ארץ רבה.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת דרך ארץ רבה.txt,Dicta,29
אור הישר על נדרים.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על נדרים.txt,Dicta,703
אור הישר על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על בבא מציעא.txt,Dicta,1176
אור הישר על הוריות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על הוריות.txt,Dicta,147
אור הישר על נדה.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על נדה.txt,Dicta,846
אור הישר על משנה אבות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על משנה אבות.txt,Dicta,261
אור הישר על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על עבודה זרה.txt,Dicta,775
אור הישר על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על בבא קמא.txt,Dicta,1314
אור הישר על מסכת סופרים.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת סופרים.txt,Dicta,72
אור הישר על מסכת כלה.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת כלה.txt,Dicta,6
אור הישר על מסכת כותים.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת כותים.txt,Dicta,7
אור הישר על מכות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מכות.txt,Dicta,338
אור הישר על נזיר.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על נזיר.txt,Dicta,432
אור הישר על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על קידושין.txt,Dicta,1093
אור הישר על סוטה.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על סוטה.txt,Dicta,410
אור הישר על מסכת עבדים.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת עבדים.txt,Dicta,12
אור הישר על מסכת גרים.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת גרים.txt,Dicta,16
אור הישר על אבות דרבי נתן.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על אבות דרבי נתן.txt,Dicta,97
אור הישר על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על בבא בתרא.txt,Dicta,1577
אור הישר על מסכת ספר תורה.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת ספר תורה.txt,Dicta,13
אור הישר על משנה עדיות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על משנה עדיות.txt,Dicta,170
אור הישר על מסכת שמחות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת שמחות.txt,Dicta,43
אור הישר על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על גיטין.txt,Dicta,1186
אור הישר על מסכת דרך ארץ זוטא.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת דרך ארץ זוטא.txt,Dicta,28
אור הישר על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על סנהדרין.txt,Dicta,1371
אור הישר על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על כתובות.txt,Dicta,1431
אור הישר על שבועות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על שבועות.txt,Dicta,594
אור הישר על מסכת ציצית.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת ציצית.txt,Dicta,5
אור הישר על מסכת כלה רבתי.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת כלה רבתי.txt,Dicta,29
אור הישר על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על יבמות.txt,Dicta,1468
אור הישר על מסכת תפילין.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/אור הישר על מסכת תפילין.txt,Dicta,5
אור הישר (זבחים).txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/סדר קדשים/אור הישר (זבחים).txt,Dicta,3508
אור הישר על בכורות.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/סדר קדשים/אור הישר על בכורות.txt,Dicta,1067
אור הישר על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/אור הישר/סדר קדשים/אור הישר על חולין.txt,Dicta,4939
פורת יוסף הקדמה וכללים.txt,אוצריא/תלמוד בבלי/אחרונים/פורת יוסף/פורת יוסף הקדמה וכללים.txt,Dicta,69
פורת יוסף על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/פורת יוסף/פורת יוסף על יבמות.txt,Dicta,253
פורת יוסף על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/פורת יוסף/פורת יוסף על בבא קמא.txt,Dicta,29
פורת יוסף על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/פורת יוסף/פורת יוסף על כתובות.txt,Dicta,377
ראשון לציון על מועד קטן.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר מועד/ראשון לציון על מועד קטן.txt,Dicta,38
ראשון לציון על חגיגה.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר מועד/ראשון לציון על חגיגה.txt,Dicta,92
ראשון לציון על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר מועד/ראשון לציון על ביצה.txt,Dicta,305
ראשון לציון על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר מועד/ראשון לציון על תענית.txt,Dicta,23
ראשון לציון על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר מועד/ראשון לציון על סוכה.txt,Dicta,109
ראשון לציון על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/ראשון לציון/סדר זרעים/ראשון לציון על ברכות.txt,Dicta,254
אמת ליעקב על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על בבא קמא.txt,Dicta,12
אמת ליעקב על שבועות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על שבועות.txt,Dicta,4
אמת ליעקב על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על ראש השנה.txt,Dicta,24
אמת ליעקב על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על גיטין.txt,Dicta,7
אמת ליעקב על בכורות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על בכורות.txt,Dicta,10
אמת ליעקב על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על עבודה זרה.txt,Dicta,15
אמת ליעקב על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על בבא בתרא.txt,Dicta,70
אמת ליעקב על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על פסחים.txt,Dicta,15
אמת ליעקב על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על ברכות.txt,Dicta,126
אמת ליעקב על יומא.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על יומא.txt,Dicta,25
אמת ליעקב על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על עירובין.txt,Dicta,17
אמת ליעקב על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על יבמות.txt,Dicta,4
אמת ליעקב על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על זבחים.txt,Dicta,4
אמת ליעקב על מועד קטן.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על מועד קטן.txt,Dicta,16
אמת ליעקב על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על שבת.txt,Dicta,65
אמת ליעקב על נדה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על נדה.txt,Dicta,4
אמת ליעקב על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על חולין.txt,Dicta,6
אמת ליעקב על מכות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על מכות.txt,Dicta,4
אמת ליעקב על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על סנהדרין.txt,Dicta,16
אמת ליעקב על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על בבא מציעא.txt,Dicta,11
אמת ליעקב על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על כתובות.txt,Dicta,9
אמת ליעקב על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על מגילה.txt,Dicta,6
אמת ליעקב על חגיגה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על חגיגה.txt,Dicta,14
אמת ליעקב על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על סוכה.txt,Dicta,7
אמת ליעקב על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על קידושין.txt,Dicta,6
אמת ליעקב על סוטה.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על סוטה.txt,Dicta,9
אמת ליעקב על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/אמת ליעקב/אמת ליעקב על תענית.txt,Dicta,60
ים של שלמה על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/ים של שלמה/סדר מועד/ים של שלמה על ביצה.txt,Dicta,510
ים של שלמה על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/ים של שלמה/סדר נשים/ים של שלמה על קידושין.txt,Dicta,423
ים של שלמה על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/ים של שלמה/סדר נשים/ים של שלמה על חולין.txt,Dicta,1628
ים של שלמה על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/ים של שלמה/סדר נשים/ים של שלמה על גיטין.txt,Dicta,990
ים של שלמה על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/ים של שלמה/סדר נשים/ים של שלמה על כתובות.txt,Dicta,400
קרן לדוד על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על עירובין.txt,Dicta,9
קרן לדוד על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על בבא קמא.txt,Dicta,11
קרן לדוד על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על עבודה זרה.txt,Dicta,7
קרן לדוד על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על ביצה.txt,Dicta,158
קרן לדוד על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על סנהדרין.txt,Dicta,11
קרן לדוד על נדה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על נדה.txt,Dicta,57
קרן לדוד על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על מגילה.txt,Dicta,5
קרן לדוד על יומא.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על יומא.txt,Dicta,33
קרן לדוד על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על ראש השנה.txt,Dicta,16
קרן לדוד על חולין.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על חולין.txt,Dicta,33
קרן לדוד על חגיגה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על חגיגה.txt,Dicta,18
קרן לדוד על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על זבחים.txt,Dicta,5
קרן לדוד על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על סוכה.txt,Dicta,17
קרן לדוד על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על פסחים.txt,Dicta,329
קרן לדוד על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על תענית.txt,Dicta,19
קרן לדוד על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על ברכות.txt,Dicta,83
קרן לדוד על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/קרן לדוד/קרן לדוד על שבת.txt,Dicta,35
בית אהרן על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/בית אהרן/בית אהרן על גיטין.txt,Dicta,1173
בית אהרן על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/בית אהרן/בית אהרן על בבא מציעא.txt,Dicta,1297
בית אהרן על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/בית אהרן/בית אהרן על כתובות.txt,Dicta,1118
תוספות רבינו יהודה החסיד על ברכות.txt,אוצריא/תלמוד בבלי/ראשונים/תוספות רבינו יהודה החסיד על ברכות.txt,Dicta,821
מהרם חלאווה על פסחים.txt,אוצריא/תלמוד בבלי/ראשונים/מהרם חלאווה על פסחים.txt,Dicta,806
רי מיגאש על בבא מציעא.txt,אוצריא/תלמוד בבלי/ראשונים/רי מיגאש/רי מיגאש על בבא מציעא.txt,Dicta,7
חידושי הרן על בבא מציעא.txt,אוצריא/תלמוד בבלי/ראשונים/רן/סדר נזיקין/חידושי הרן על בבא מציעא.txt,Dicta,1085
חידושי הרן על עבודה זרה.txt,אוצריא/תלמוד בבלי/ראשונים/רן/סדר נזיקין/חידושי הרן על עבודה זרה.txt,Dicta,168
חידושי הרן על שבת [מיוחס להריטבא].txt,אוצריא/תלמוד בבלי/ראשונים/רן/סדר מועד/חידושי הרן על שבת [מיוחס להריטבא].txt,Dicta,1169
חידושי הרן על מגילה.txt,אוצריא/תלמוד בבלי/ראשונים/רן/סדר מועד/חידושי הרן על מגילה.txt,Dicta,334
חידושי הרן על ראש השנה.txt,אוצריא/תלמוד בבלי/ראשונים/רן/סדר מועד/חידושי הרן על ראש השנה.txt,Dicta,273
חידושי הרן (מיוחס לו) על שבת.txt,אוצריא/תלמוד בבלי/ראשונים/רן/סדר מועד/חידושי הרן (מיוחס לו) על שבת.txt,Dicta,2432
שות מהרף.txt,אוצריא/שות/אחרונים/שות מהרף.txt,Dicta,1089
השיב משה חושן משפט.txt,אוצריא/שות/אחרונים/השיב משה חושן משפט.txt,Dicta,324
רדך.txt,אוצריא/שות/אחרונים/רדך.txt,Dicta,1590
מצות כהונה.txt,אוצריא/שות/אחרונים/מצות כהונה.txt,Dicta,595
שות רבינו בצלאל אשכנזי.txt,אוצריא/שות/אחרונים/שות רבינו בצלאל אשכנזי.txt,Dicta,954
בנין שלמה חלק א.txt,אוצריא/שות/אחרונים/בנין שלמה חלק א.txt,Dicta,1001
השיב משה יורה דעה.txt,אוצריא/שות/אחרונים/השיב משה יורה דעה.txt,Dicta,289
עין יצחק חלק א.txt,אוצריא/שות/אחרונים/עין יצחק חלק א.txt,Dicta,5649
שות שבט סופר חלק א.txt,אוצריא/שות/אחרונים/שות שבט סופר חלק א.txt,Dicta,1834
בן פורת חלק ב.txt,אוצריא/שות/אחרונים/בן פורת חלק ב.txt,Dicta,306
נאות יעקב חלק א.txt,אוצריא/שות/אחרונים/נאות יעקב חלק א.txt,Dicta,306
באר משה (דנשבסקי) א.txt,אוצריא/שות/אחרונים/באר משה (דנשבסקי) א.txt,Dicta,1072
שות נשאל דוד.txt,אוצריא/שות/אחרונים/שות נשאל דוד.txt,Dicta,195
כפי אהרן חלק ב.txt,אוצריא/שות/אחרונים/כפי אהרן חלק ב.txt,Dicta,832
